Disease|Genes|Count
C0041696|ENSG00000002822;;ENSG00000005108;;ENSG00000028116;;ENSG00000077498;;ENSG00000078328;;ENSG00000081189;;ENSG00000096654;;ENSG00000100393;;ENSG00000100395;;ENSG00000100399;;ENSG00000100401;;ENSG00000102837;;ENSG00000106460;;ENSG00000115392;;ENSG00000119596;;ENSG00000119616;;ENSG00000119681;;ENSG00000119682;;ENSG00000122687;;ENSG00000124613;;ENSG00000124657;;ENSG00000139287;;ENSG00000140749;;ENSG00000142599;;ENSG00000146530;;ENSG00000149295;;ENSG00000155719;;ENSG00000156395;;ENSG00000162426;;ENSG00000162946;;ENSG00000165379;;ENSG00000166682;;ENSG00000168131;;ENSG00000168779;;ENSG00000168959;;ENSG00000170209;;ENSG00000172260;;ENSG00000174891;;ENSG00000184226;;ENSG00000184357;;ENSG00000185130;;ENSG00000187323;;ENSG00000196628;;ENSG00000196747;;ENSG00000197006;;ENSG00000197153;;ENSG00000197238;;ENSG00000213047;;ENSG00000233822;;ENSG00000273542;;ENSG00000273703;;ENSG00000274641;;ENSG00000275126;;ENSG00000275379;;ENSG00000276368;;ENSG00000276903;;ENSG00000278677;;ENSG00000278828|58
C0041806|ENSG00000019991;;ENSG00000067182;;ENSG00000078098;;ENSG00000079557;;ENSG00000104783;;ENSG00000108179;;ENSG00000108342;;ENSG00000111057;;ENSG00000119535;;ENSG00000121966;;ENSG00000125538;;ENSG00000127318;;ENSG00000132693;;ENSG00000134318;;ENSG00000136244;;ENSG00000136634;;ENSG00000143278;;ENSG00000162889;;ENSG00000167900;;ENSG00000169429;;ENSG00000172270;;ENSG00000174175;;ENSG00000198223;;ENSG00000205274;;ENSG00000232810|25
C0042133|ENSG00000082175;;ENSG00000091831;;ENSG00000108947;;ENSG00000109163;;ENSG00000129194;;ENSG00000129214;;ENSG00000129226;;ENSG00000129244;;ENSG00000129245;;ENSG00000129255;;ENSG00000131018;;ENSG00000141499;;ENSG00000141504;;ENSG00000142082;;ENSG00000161956;;ENSG00000161960;;ENSG00000174885;;ENSG00000177947;;ENSG00000177951;;ENSG00000177963;;ENSG00000183914;;ENSG00000185627;;ENSG00000188076|23
C0042331|ENSG00000043591;;ENSG00000064989;;ENSG00000066382;;ENSG00000073756;;ENSG00000078549;;ENSG00000080854;;ENSG00000089250;;ENSG00000099250;;ENSG00000100197;;ENSG00000102468;;ENSG00000108576;;ENSG00000112137;;ENSG00000115353;;ENSG00000116329;;ENSG00000116604;;ENSG00000122375;;ENSG00000135312;;ENSG00000135914;;ENSG00000137693;;ENSG00000138193;;ENSG00000138380;;ENSG00000141837;;ENSG00000142611;;ENSG00000147246;;ENSG00000148219;;ENSG00000148408;;ENSG00000153774;;ENSG00000164626;;ENSG00000171522;;ENSG00000172987;;ENSG00000173198;;ENSG00000173821;;ENSG00000175600;;ENSG00000178394;;ENSG00000179097;;ENSG00000179546;;ENSG00000183873;;ENSG00000185052;;ENSG00000196557;;ENSG00000196689|40
C0042373|ENSG00000088298;;ENSG00000088926;;ENSG00000100991;;ENSG00000101000;;ENSG00000109794;;ENSG00000117475;;ENSG00000117477;;ENSG00000117479;;ENSG00000121207;;ENSG00000125966;;ENSG00000125998;;ENSG00000126005;;ENSG00000143153;;ENSG00000143156;;ENSG00000145476;;ENSG00000148248;;ENSG00000148288;;ENSG00000148290;;ENSG00000148291;;ENSG00000148296;;ENSG00000148297;;ENSG00000148303;;ENSG00000164344;;ENSG00000171102;;ENSG00000171557;;ENSG00000171560;;ENSG00000171564;;ENSG00000171566;;ENSG00000174175;;ENSG00000175213;;ENSG00000175216;;ENSG00000175220;;ENSG00000175224;;ENSG00000177000;;ENSG00000180210;;ENSG00000198734;;ENSG00000198870;;ENSG00000242372|38
C0043124|ENSG00000007908;;ENSG00000090339;;ENSG00000125538;;ENSG00000136244;;ENSG00000160307;;ENSG00000160791;;ENSG00000162692;;ENSG00000169429;;ENSG00000174175;;ENSG00000232810|10
C0043459|ENSG00000034693;;ENSG00000108733;;ENSG00000121680;;ENSG00000124587;;ENSG00000127980;;ENSG00000131779;;ENSG00000139197;;ENSG00000142655;;ENSG00000157911;;ENSG00000162735;;ENSG00000162928;;ENSG00000164751;;ENSG00000215193|13
C0079154|ENSG00000092295;;ENSG00000105141;;ENSG00000144452;;ENSG00000154227;;ENSG00000171954;;ENSG00000172548;;ENSG00000179148;;ENSG00000179477;;ENSG00000180316;;ENSG00000204020|10
C0079504|ENSG00000047579;;ENSG00000065000;;ENSG00000100099;;ENSG00000104164;;ENSG00000107521;;ENSG00000110756;;ENSG00000132842;;ENSG00000163755;;ENSG00000166189;;ENSG00000188428;;ENSG00000189114|11
C0079541|ENSG00000043355;;ENSG00000064309;;ENSG00000074047;;ENSG00000077782;;ENSG00000101972;;ENSG00000107831;;ENSG00000114805;;ENSG00000125107;;ENSG00000138083;;ENSG00000154309;;ENSG00000156574;;ENSG00000160973;;ENSG00000164690;;ENSG00000177426;;ENSG00000185920;;ENSG00000241186|16
C0085084|ENSG00000006606;;ENSG00000019991;;ENSG00000030582;;ENSG00000064300;;ENSG00000065989;;ENSG00000079557;;ENSG00000087245;;ENSG00000100285;;ENSG00000101017;;ENSG00000101439;;ENSG00000101470;;ENSG00000106178;;ENSG00000107165;;ENSG00000112715;;ENSG00000113580;;ENSG00000118271;;ENSG00000119535;;ENSG00000120899;;ENSG00000120948;;ENSG00000125538;;ENSG00000128564;;ENSG00000130427;;ENSG00000134243;;ENSG00000135821;;ENSG00000136244;;ENSG00000137275;;ENSG00000140443;;ENSG00000166922;;ENSG00000168356;;ENSG00000169429;;ENSG00000170458;;ENSG00000172156;;ENSG00000182578;;ENSG00000185559;;ENSG00000187714;;ENSG00000197122;;ENSG00000197561;;ENSG00000232810;;ENSG00000277586|39
C0085110|ENSG00000004455;;ENSG00000064490;;ENSG00000081237;;ENSG00000104365;;ENSG00000105639;;ENSG00000115085;;ENSG00000127152;;ENSG00000133111;;ENSG00000143390;;ENSG00000147168;;ENSG00000166349;;ENSG00000167286;;ENSG00000168685;;ENSG00000175097;;ENSG00000179583;;ENSG00000196839;;ENSG00000253729|17
C0085136|ENSG00000049656;;ENSG00000099810;;ENSG00000101216;;ENSG00000101246;;ENSG00000108947;;ENSG00000125520;;ENSG00000129194;;ENSG00000129214;;ENSG00000129226;;ENSG00000129244;;ENSG00000129245;;ENSG00000129255;;ENSG00000130584;;ENSG00000141499;;ENSG00000141504;;ENSG00000141510;;ENSG00000147697;;ENSG00000147883;;ENSG00000147889;;ENSG00000161956;;ENSG00000161960;;ENSG00000164362;;ENSG00000164363;;ENSG00000174358;;ENSG00000176399;;ENSG00000183914;;ENSG00000197114;;ENSG00000197457;;ENSG00000203896;;ENSG00000243509;;ENSG00000258366|31
C0085215|ENSG00000057468;;ENSG00000066923;;ENSG00000073282;;ENSG00000102081;;ENSG00000106410;;ENSG00000124429;;ENSG00000124608;;ENSG00000125885;;ENSG00000130385;;ENSG00000136931;;ENSG00000147202;;ENSG00000160207;;ENSG00000162669;;ENSG00000164404;;ENSG00000169594;;ENSG00000171772;;ENSG00000179008;;ENSG00000183733;;ENSG00000183770;;ENSG00000187790;;ENSG00000196584;;ENSG00000204410;;ENSG00000225830|23
C0085762|ENSG00000093010;;ENSG00000102468;;ENSG00000108576;;ENSG00000111275;;ENSG00000112038;;ENSG00000128519;;ENSG00000142319;;ENSG00000149295;;ENSG00000151577;;ENSG00000151834;;ENSG00000181072;;ENSG00000182256;;ENSG00000196616;;ENSG00000198099;;ENSG00000248144|15
C0087012|ENSG00000006283;;ENSG00000006715;;ENSG00000012660;;ENSG00000015133;;ENSG00000066427;;ENSG00000086570;;ENSG00000101361;;ENSG00000102466;;ENSG00000103266;;ENSG00000105223;;ENSG00000111802;;ENSG00000112592;;ENSG00000118402;;ENSG00000124788;;ENSG00000126583;;ENSG00000128881;;ENSG00000131398;;ENSG00000134644;;ENSG00000134780;;ENSG00000135317;;ENSG00000138035;;ENSG00000138741;;ENSG00000141385;;ENSG00000141837;;ENSG00000142186;;ENSG00000150995;;ENSG00000152822;;ENSG00000156475;;ENSG00000163635;;ENSG00000166340;;ENSG00000166546;;ENSG00000166948;;ENSG00000167658;;ENSG00000171385;;ENSG00000196549;;ENSG00000204842;;ENSG00000205090|37
C0149931|ENSG00000043591;;ENSG00000064989;;ENSG00000066382;;ENSG00000073756;;ENSG00000078549;;ENSG00000080854;;ENSG00000089250;;ENSG00000099250;;ENSG00000100197;;ENSG00000102468;;ENSG00000108576;;ENSG00000112137;;ENSG00000115353;;ENSG00000116329;;ENSG00000116604;;ENSG00000122375;;ENSG00000135312;;ENSG00000135914;;ENSG00000137693;;ENSG00000138193;;ENSG00000138380;;ENSG00000141837;;ENSG00000142611;;ENSG00000147246;;ENSG00000148219;;ENSG00000148408;;ENSG00000153774;;ENSG00000164626;;ENSG00000171522;;ENSG00000172987;;ENSG00000173198;;ENSG00000173821;;ENSG00000175600;;ENSG00000178394;;ENSG00000179097;;ENSG00000179546;;ENSG00000183873;;ENSG00000185052;;ENSG00000196557;;ENSG00000196689|40
C0151744|ENSG00000064547;;ENSG00000064999;;ENSG00000070366;;ENSG00000076685;;ENSG00000091732;;ENSG00000107562;;ENSG00000108551;;ENSG00000109917;;ENSG00000110243;;ENSG00000112137;;ENSG00000118526;;ENSG00000132693;;ENSG00000135100;;ENSG00000136378;;ENSG00000136840;;ENSG00000138442;;ENSG00000143126;;ENSG00000148842;;ENSG00000154305;;ENSG00000158186;;ENSG00000159202;;ENSG00000159210;;ENSG00000159640;;ENSG00000162407;;ENSG00000167720;;ENSG00000175164;;ENSG00000178537;;ENSG00000182218;;ENSG00000198743|29
C0151779|ENSG00000003249;;ENSG00000043591;;ENSG00000044574;;ENSG00000048052;;ENSG00000049249;;ENSG00000049656;;ENSG00000065613;;ENSG00000076984;;ENSG00000077498;;ENSG00000080824;;ENSG00000089692;;ENSG00000099810;;ENSG00000100030;;ENSG00000100385;;ENSG00000100823;;ENSG00000101017;;ENSG00000101916;;ENSG00000102245;;ENSG00000102882;;ENSG00000105851;;ENSG00000105976;;ENSG00000107165;;ENSG00000107957;;ENSG00000107960;;ENSG00000109084;;ENSG00000109471;;ENSG00000113302;;ENSG00000115598;;ENSG00000116478;;ENSG00000119888;;ENSG00000120215;;ENSG00000120217;;ENSG00000121807;;ENSG00000121966;;ENSG00000124260;;ENSG00000125726;;ENSG00000126934;;ENSG00000128052;;ENSG00000131203;;ENSG00000131981;;ENSG00000133216;;ENSG00000136160;;ENSG00000136869;;ENSG00000137462;;ENSG00000140995;;ENSG00000141002;;ENSG00000141013;;ENSG00000143384;;ENSG00000143799;;ENSG00000146648;;ENSG00000147955;;ENSG00000157764;;ENSG00000160712;;ENSG00000163464;;ENSG00000163599;;ENSG00000163930;;ENSG00000164362;;ENSG00000164400;;ENSG00000166710;;ENSG00000169032;;ENSG00000169252;;ENSG00000169429;;ENSG00000174807;;ENSG00000180871;;ENSG00000184033;;ENSG00000185664;;ENSG00000186891;;ENSG00000188379;;ENSG00000196352;;ENSG00000196664;;ENSG00000196776;;ENSG00000198681;;ENSG00000198851;;ENSG00000204991;;ENSG00000205274;;ENSG00000221867;;ENSG00000232810;;ENSG00000234745;;ENSG00000239732;;ENSG00000258839;;ENSG00000258947|81
C0152013|ENSG00000041357;;ENSG00000049656;;ENSG00000073282;;ENSG00000080644;;ENSG00000117971;;ENSG00000164362;;ENSG00000164363;;ENSG00000169684;;ENSG00000174358;;ENSG00000188001;;ENSG00000188266|11
C0152171|ENSG00000105974;;ENSG00000106991;;ENSG00000120693;;ENSG00000120937;;ENSG00000128829;;ENSG00000130037;;ENSG00000138696;;ENSG00000139567;;ENSG00000141668;;ENSG00000171303;;ENSG00000204217|11
C0153413|ENSG00000066405;;ENSG00000107984;;ENSG00000109163;;ENSG00000119888;;ENSG00000141510;;ENSG00000146648;;ENSG00000184033;;ENSG00000185499;;ENSG00000198900;;ENSG00000232810|10
C0153414|ENSG00000066405;;ENSG00000107984;;ENSG00000109163;;ENSG00000119888;;ENSG00000141510;;ENSG00000146648;;ENSG00000184033;;ENSG00000185499;;ENSG00000198900;;ENSG00000232810|10
C0153415|ENSG00000066405;;ENSG00000107984;;ENSG00000109163;;ENSG00000119888;;ENSG00000141510;;ENSG00000146648;;ENSG00000184033;;ENSG00000185499;;ENSG00000198900;;ENSG00000232810|10
C0153416|ENSG00000066405;;ENSG00000107984;;ENSG00000109163;;ENSG00000119888;;ENSG00000141510;;ENSG00000146648;;ENSG00000184033;;ENSG00000185499;;ENSG00000198900;;ENSG00000232810|10
C0153421|ENSG00000037280;;ENSG00000066405;;ENSG00000066468;;ENSG00000077782;;ENSG00000080824;;ENSG00000082898;;ENSG00000089692;;ENSG00000090932;;ENSG00000096384;;ENSG00000100985;;ENSG00000102755;;ENSG00000102854;;ENSG00000105388;;ENSG00000105976;;ENSG00000106348;;ENSG00000112715;;ENSG00000113721;;ENSG00000119888;;ENSG00000120217;;ENSG00000128052;;ENSG00000131203;;ENSG00000131747;;ENSG00000132671;;ENSG00000134853;;ENSG00000138685;;ENSG00000139874;;ENSG00000141510;;ENSG00000141736;;ENSG00000142208;;ENSG00000146648;;ENSG00000147262;;ENSG00000162009;;ENSG00000167653;;ENSG00000169252;;ENSG00000169876;;ENSG00000171608;;ENSG00000171848;;ENSG00000176890;;ENSG00000178562;;ENSG00000180616;;ENSG00000182578;;ENSG00000184502;;ENSG00000185499;;ENSG00000185664;;ENSG00000196230;;ENSG00000196352;;ENSG00000196776;;ENSG00000198900;;ENSG00000278195|49
C0153422|ENSG00000037280;;ENSG00000066405;;ENSG00000066468;;ENSG00000077782;;ENSG00000080824;;ENSG00000082898;;ENSG00000089692;;ENSG00000090932;;ENSG00000096384;;ENSG00000100985;;ENSG00000102755;;ENSG00000102854;;ENSG00000105388;;ENSG00000105976;;ENSG00000106348;;ENSG00000112715;;ENSG00000113721;;ENSG00000119888;;ENSG00000120217;;ENSG00000128052;;ENSG00000131203;;ENSG00000131747;;ENSG00000132671;;ENSG00000134853;;ENSG00000138685;;ENSG00000139874;;ENSG00000141510;;ENSG00000141736;;ENSG00000142208;;ENSG00000146648;;ENSG00000147262;;ENSG00000162009;;ENSG00000167653;;ENSG00000169252;;ENSG00000169876;;ENSG00000171608;;ENSG00000171848;;ENSG00000176890;;ENSG00000178562;;ENSG00000180616;;ENSG00000182578;;ENSG00000184502;;ENSG00000185499;;ENSG00000185664;;ENSG00000196230;;ENSG00000196352;;ENSG00000196776;;ENSG00000198900;;ENSG00000278195|49
C0153423|ENSG00000037280;;ENSG00000066405;;ENSG00000066468;;ENSG00000077782;;ENSG00000080824;;ENSG00000082898;;ENSG00000089692;;ENSG00000090932;;ENSG00000096384;;ENSG00000100985;;ENSG00000102755;;ENSG00000102854;;ENSG00000105388;;ENSG00000105976;;ENSG00000106348;;ENSG00000112715;;ENSG00000113721;;ENSG00000119888;;ENSG00000120217;;ENSG00000128052;;ENSG00000131203;;ENSG00000131747;;ENSG00000132671;;ENSG00000134853;;ENSG00000138685;;ENSG00000139874;;ENSG00000141510;;ENSG00000141736;;ENSG00000142208;;ENSG00000146648;;ENSG00000147262;;ENSG00000162009;;ENSG00000167653;;ENSG00000169252;;ENSG00000169876;;ENSG00000171608;;ENSG00000171848;;ENSG00000176890;;ENSG00000178562;;ENSG00000180616;;ENSG00000182578;;ENSG00000184502;;ENSG00000185499;;ENSG00000185664;;ENSG00000196230;;ENSG00000196352;;ENSG00000196776;;ENSG00000198900;;ENSG00000278195|49
C0153443|ENSG00000007062;;ENSG00000012223;;ENSG00000047936;;ENSG00000048052;;ENSG00000051382;;ENSG00000057593;;ENSG00000073756;;ENSG00000077782;;ENSG00000078098;;ENSG00000079277;;ENSG00000082898;;ENSG00000091879;;ENSG00000092969;;ENSG00000096717;;ENSG00000099875;;ENSG00000100385;;ENSG00000100985;;ENSG00000102755;;ENSG00000105388;;ENSG00000105851;;ENSG00000105953;;ENSG00000105976;;ENSG00000108375;;ENSG00000112715;;ENSG00000113721;;ENSG00000115008;;ENSG00000115414;;ENSG00000116478;;ENSG00000117020;;ENSG00000118432;;ENSG00000119888;;ENSG00000120217;;ENSG00000120889;;ENSG00000121858;;ENSG00000121879;;ENSG00000126583;;ENSG00000128052;;ENSG00000128271;;ENSG00000128917;;ENSG00000131203;;ENSG00000131747;;ENSG00000131759;;ENSG00000132964;;ENSG00000134013;;ENSG00000134470;;ENSG00000134853;;ENSG00000138448;;ENSG00000138684;;ENSG00000138735;;ENSG00000139193;;ENSG00000139292;;ENSG00000140443;;ENSG00000141510;;ENSG00000141736;;ENSG00000142208;;ENSG00000143167;;ENSG00000146374;;ENSG00000146648;;ENSG00000146674;;ENSG00000157404;;ENSG00000160654;;ENSG00000160752;;ENSG00000164171;;ENSG00000164400;;ENSG00000165731;;ENSG00000168610;;ENSG00000170425;;ENSG00000171094;;ENSG00000171608;;ENSG00000172889;;ENSG00000173511;;ENSG00000174807;;ENSG00000185313;;ENSG00000185499;;ENSG00000187554;;ENSG00000188379;;ENSG00000188641;;ENSG00000196352;;ENSG00000196776;;ENSG00000198900;;ENSG00000213281;;ENSG00000213809;;ENSG00000221867;;ENSG00000239732;;ENSG00000257365|85
C0153458|ENSG00000006283;;ENSG00000007062;;ENSG00000010671;;ENSG00000011422;;ENSG00000019991;;ENSG00000060491;;ENSG00000066405;;ENSG00000070031;;ENSG00000073756;;ENSG00000074181;;ENSG00000087245;;ENSG00000100030;;ENSG00000102468;;ENSG00000102755;;ENSG00000102854;;ENSG00000102882;;ENSG00000105329;;ENSG00000105388;;ENSG00000105953;;ENSG00000106799;;ENSG00000109084;;ENSG00000113712;;ENSG00000117525;;ENSG00000118523;;ENSG00000119535;;ENSG00000119888;;ENSG00000120217;;ENSG00000120899;;ENSG00000121807;;ENSG00000121966;;ENSG00000122687;;ENSG00000125726;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000133216;;ENSG00000134250;;ENSG00000134470;;ENSG00000134853;;ENSG00000135318;;ENSG00000136634;;ENSG00000137275;;ENSG00000137462;;ENSG00000140443;;ENSG00000141510;;ENSG00000141551;;ENSG00000141736;;ENSG00000142208;;ENSG00000143171;;ENSG00000146648;;ENSG00000147955;;ENSG00000149554;;ENSG00000160752;;ENSG00000162174;;ENSG00000163394;;ENSG00000164362;;ENSG00000164400;;ENSG00000166402;;ENSG00000166851;;ENSG00000167653;;ENSG00000167900;;ENSG00000168610;;ENSG00000169398;;ENSG00000169896;;ENSG00000170835;;ENSG00000171431;;ENSG00000171848;;ENSG00000174130;;ENSG00000177455;;ENSG00000181019;;ENSG00000182578;;ENSG00000185499;;ENSG00000186951;;ENSG00000196230;;ENSG00000197122;;ENSG00000204385;;ENSG00000213281;;ENSG00000213903;;ENSG00000213923;;ENSG00000213930|80
C0153459|ENSG00000006283;;ENSG00000007062;;ENSG00000010671;;ENSG00000011422;;ENSG00000019991;;ENSG00000060491;;ENSG00000066405;;ENSG00000070031;;ENSG00000073756;;ENSG00000074181;;ENSG00000087245;;ENSG00000100030;;ENSG00000102468;;ENSG00000102755;;ENSG00000102854;;ENSG00000102882;;ENSG00000105329;;ENSG00000105388;;ENSG00000105953;;ENSG00000106799;;ENSG00000109084;;ENSG00000113712;;ENSG00000117525;;ENSG00000118523;;ENSG00000119535;;ENSG00000119888;;ENSG00000120217;;ENSG00000120899;;ENSG00000121807;;ENSG00000121966;;ENSG00000122687;;ENSG00000125726;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000133216;;ENSG00000134250;;ENSG00000134470;;ENSG00000134853;;ENSG00000135318;;ENSG00000136634;;ENSG00000137275;;ENSG00000137462;;ENSG00000140443;;ENSG00000141510;;ENSG00000141551;;ENSG00000141736;;ENSG00000142208;;ENSG00000143171;;ENSG00000146648;;ENSG00000147955;;ENSG00000149554;;ENSG00000160752;;ENSG00000162174;;ENSG00000163394;;ENSG00000164362;;ENSG00000164400;;ENSG00000166402;;ENSG00000166851;;ENSG00000167653;;ENSG00000167900;;ENSG00000168610;;ENSG00000169398;;ENSG00000169896;;ENSG00000170835;;ENSG00000171431;;ENSG00000171848;;ENSG00000174130;;ENSG00000177455;;ENSG00000181019;;ENSG00000182578;;ENSG00000185499;;ENSG00000186951;;ENSG00000196230;;ENSG00000197122;;ENSG00000204385;;ENSG00000213281;;ENSG00000213903;;ENSG00000213923;;ENSG00000213930|80
C0153460|ENSG00000006283;;ENSG00000007062;;ENSG00000010671;;ENSG00000011422;;ENSG00000019991;;ENSG00000060491;;ENSG00000066405;;ENSG00000070031;;ENSG00000073756;;ENSG00000074181;;ENSG00000087245;;ENSG00000100030;;ENSG00000102468;;ENSG00000102755;;ENSG00000102854;;ENSG00000102882;;ENSG00000105329;;ENSG00000105388;;ENSG00000105953;;ENSG00000106799;;ENSG00000109084;;ENSG00000113712;;ENSG00000117525;;ENSG00000118523;;ENSG00000119535;;ENSG00000119888;;ENSG00000120217;;ENSG00000120899;;ENSG00000121807;;ENSG00000121966;;ENSG00000122687;;ENSG00000125726;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000133216;;ENSG00000134250;;ENSG00000134470;;ENSG00000134853;;ENSG00000135318;;ENSG00000136634;;ENSG00000137275;;ENSG00000137462;;ENSG00000140443;;ENSG00000141510;;ENSG00000141551;;ENSG00000141736;;ENSG00000142208;;ENSG00000143171;;ENSG00000146648;;ENSG00000147955;;ENSG00000149554;;ENSG00000160752;;ENSG00000162174;;ENSG00000163394;;ENSG00000164362;;ENSG00000164400;;ENSG00000166402;;ENSG00000166851;;ENSG00000167653;;ENSG00000167900;;ENSG00000168610;;ENSG00000169398;;ENSG00000169896;;ENSG00000170835;;ENSG00000171431;;ENSG00000171848;;ENSG00000174130;;ENSG00000177455;;ENSG00000181019;;ENSG00000182578;;ENSG00000185499;;ENSG00000186951;;ENSG00000196230;;ENSG00000197122;;ENSG00000204385;;ENSG00000213281;;ENSG00000213903;;ENSG00000213923;;ENSG00000213930|80
C0153463|ENSG00000006283;;ENSG00000007062;;ENSG00000010671;;ENSG00000011422;;ENSG00000019991;;ENSG00000060491;;ENSG00000066405;;ENSG00000070031;;ENSG00000073756;;ENSG00000074181;;ENSG00000087245;;ENSG00000100030;;ENSG00000102468;;ENSG00000102755;;ENSG00000102854;;ENSG00000102882;;ENSG00000105329;;ENSG00000105388;;ENSG00000105953;;ENSG00000106799;;ENSG00000109084;;ENSG00000113712;;ENSG00000117525;;ENSG00000118523;;ENSG00000119535;;ENSG00000119888;;ENSG00000120217;;ENSG00000120899;;ENSG00000121807;;ENSG00000121966;;ENSG00000122687;;ENSG00000125726;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000133216;;ENSG00000134250;;ENSG00000134470;;ENSG00000134853;;ENSG00000135318;;ENSG00000136634;;ENSG00000137275;;ENSG00000137462;;ENSG00000140443;;ENSG00000141510;;ENSG00000141551;;ENSG00000141736;;ENSG00000142208;;ENSG00000143171;;ENSG00000146648;;ENSG00000147955;;ENSG00000149554;;ENSG00000160752;;ENSG00000162174;;ENSG00000163394;;ENSG00000164362;;ENSG00000164400;;ENSG00000166402;;ENSG00000166851;;ENSG00000167653;;ENSG00000167900;;ENSG00000168610;;ENSG00000169398;;ENSG00000169896;;ENSG00000170835;;ENSG00000171431;;ENSG00000171848;;ENSG00000174130;;ENSG00000177455;;ENSG00000181019;;ENSG00000182578;;ENSG00000185499;;ENSG00000186951;;ENSG00000196230;;ENSG00000197122;;ENSG00000204385;;ENSG00000213281;;ENSG00000213903;;ENSG00000213923;;ENSG00000213930|80
C0153491|ENSG00000008226;;ENSG00000047936;;ENSG00000068028;;ENSG00000079999;;ENSG00000105976;;ENSG00000107968;;ENSG00000110628;;ENSG00000118046;;ENSG00000121879;;ENSG00000125347;;ENSG00000127616;;ENSG00000133703;;ENSG00000137713;;ENSG00000139687;;ENSG00000141510;;ENSG00000141736;;ENSG00000143622;;ENSG00000146648;;ENSG00000147889;;ENSG00000157168;;ENSG00000157764;;ENSG00000162733;;ENSG00000165731;;ENSG00000169032;;ENSG00000171094;;ENSG00000171862;;ENSG00000185345;;ENSG00000196712;;ENSG00000213281;;ENSG00000284792|30
C0153492|ENSG00000008226;;ENSG00000047936;;ENSG00000068028;;ENSG00000079999;;ENSG00000105976;;ENSG00000107968;;ENSG00000110628;;ENSG00000118046;;ENSG00000121879;;ENSG00000125347;;ENSG00000127616;;ENSG00000133703;;ENSG00000137713;;ENSG00000139687;;ENSG00000141510;;ENSG00000141736;;ENSG00000143622;;ENSG00000146648;;ENSG00000147889;;ENSG00000157168;;ENSG00000157764;;ENSG00000162733;;ENSG00000165731;;ENSG00000169032;;ENSG00000171094;;ENSG00000171862;;ENSG00000185345;;ENSG00000196712;;ENSG00000213281;;ENSG00000284792|30
C0153493|ENSG00000008226;;ENSG00000047936;;ENSG00000068028;;ENSG00000079999;;ENSG00000105976;;ENSG00000107968;;ENSG00000110628;;ENSG00000118046;;ENSG00000121879;;ENSG00000125347;;ENSG00000127616;;ENSG00000133703;;ENSG00000137713;;ENSG00000139687;;ENSG00000141510;;ENSG00000141736;;ENSG00000143622;;ENSG00000146648;;ENSG00000147889;;ENSG00000157168;;ENSG00000157764;;ENSG00000162733;;ENSG00000165731;;ENSG00000169032;;ENSG00000171094;;ENSG00000171862;;ENSG00000185345;;ENSG00000196712;;ENSG00000213281;;ENSG00000284792|30
C0153574|ENSG00000068078;;ENSG00000077782;;ENSG00000082175;;ENSG00000102854;;ENSG00000105851;;ENSG00000107984;;ENSG00000110195;;ENSG00000113721;;ENSG00000141510;;ENSG00000197122|10
C0153579|ENSG00000102854;;ENSG00000106991;;ENSG00000112715;;ENSG00000113302;;ENSG00000113494;;ENSG00000128917;;ENSG00000141510;;ENSG00000143799;;ENSG00000181143;;ENSG00000197122|10
C0153619|ENSG00000068078;;ENSG00000106462;;ENSG00000106546;;ENSG00000106799;;ENSG00000108799;;ENSG00000120217;;ENSG00000131203;;ENSG00000141736;;ENSG00000143217;;ENSG00000184292;;ENSG00000184564;;ENSG00000186827|12
